airport,type of traffic,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,location,point,latitude,longitude,altitude
Namsos,Scheduled passenger flights,5345,5538,4347,4553,4767,5256,4314,5380,5548,4414,5026,5529,5785,5792,4509,5066,5252,5246,4344,5720,5447,5233,5498,5145,5302,5471,4352,5042,5094,5046,5666,4586,5450,5132,5356,5696,5713,5658,4424,5054,4946,5235,4963,5139,6085,5062,4743,5508,6094,5618,4604,4579,4708,5544,5244,5267,6055,5259,4791,5624,5826,5601,4952,4532,5116,5343,5162,5357,5480,4529,4714,5573,5958,6022,5007,5124,5342,6395,3348,3951,3979,3604,3835,3677,3925,3861,3869,4480,4410,4440,4821,4945,5142,4111,4787,5216,5564,5284,4314,4502,4291,5039,4257,4779,4911,4051,4584,5300,5243,4813,3662,4007,3743,2201,1253,1685,2875,3184,3360,3630,"Namsos, Trøndelag, Norge","(64.46663724999999, 11.334504720494646, 0.0)",64.46663724999999,11.334504720494646,0.0
Namsos,Non-scheduled passenger flights,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Namsos, Trøndelag, Norge","(64.46663724999999, 11.334504720494646, 0.0)",64.46663724999999,11.334504720494646,0.0
Namsos,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Namsos, Trøndelag, Norge","(64.46663724999999, 11.334504720494646, 0.0)",64.46663724999999,11.334504720494646,0.0
Namsos,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Namsos, Trøndelag, Norge","(64.46663724999999, 11.334504720494646, 0.0)",64.46663724999999,11.334504720494646,0.0
Namsos,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Namsos, Trøndelag, Norge","(64.46663724999999, 11.334504720494646, 0.0)",64.46663724999999,11.334504720494646,0.0
Namsos,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Namsos, Trøndelag, Norge","(64.46663724999999, 11.334504720494646, 0.0)",64.46663724999999,11.334504720494646,0.0
Narvik Framnes,Non-scheduled passenger flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Framnes, Punktveien, Frydenlund, Narvik, Nordland, 8516, Norge","(68.4348, 17.394758, 0.0)",68.4348,17.394758,0.0
Narvik Framnes,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Framnes, Punktveien, Frydenlund, Narvik, Nordland, 8516, Norge","(68.4348, 17.394758, 0.0)",68.4348,17.394758,0.0
Narvik Framnes,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Framnes, Punktveien, Frydenlund, Narvik, Nordland, 8516, Norge","(68.4348, 17.394758, 0.0)",68.4348,17.394758,0.0
Narvik Framnes,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Framnes, Punktveien, Frydenlund, Narvik, Nordland, 8516, Norge","(68.4348, 17.394758, 0.0)",68.4348,17.394758,0.0
Narvik Framnes,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Framnes, Punktveien, Frydenlund, Narvik, Nordland, 8516, Norge","(68.4348, 17.394758, 0.0)",68.4348,17.394758,0.0
Narvik Framnes,Scheduled passenger flights,3824,2833,2217,2819,3159,3555,2271,2813,2585,1255,2354,2788,3210,3086,2252,2628,3130,3540,2173,2937,2662,1339,2199,2866,3393,3481,2145,2563,2741,2805,2788,2135,2585,1284,2138,2988,2969,2563,1764,2288,2230,2823,2429,2209,2364,1246,1876,2526,2868,2570,1899,2092,2051,2634,2124,2133,2241,1112,2016,2522,2481,2868,1967,2060,2067,2266,2464,2053,2251,1102,1845,2585,2718,2554,1915,2094,2161,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Framnes, Punktveien, Frydenlund, Narvik, Nordland, 8516, Norge","(68.4348, 17.394758, 0.0)",68.4348,17.394758,0.0
Narvik Framnes,All commercial flights,3824,2833,2217,2819,3159,3555,2271,2813,2585,1255,2354,2788,3210,3086,2252,2628,3130,3540,2173,2937,2662,1339,2199,2866,3511,3481,2145,2563,2741,2807,2788,2135,2585,1284,2138,2988,2969,2563,1764,2288,2230,2823,2429,2209,2364,1246,1878,2526,2868,2570,1899,2092,2051,2634,2124,2133,2241,1112,2016,2564,2481,2899,1967,2060,2067,2266,2464,2053,2251,1102,1845,2585,2718,2554,1915,2155,2161,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Framnes, Punktveien, Frydenlund, Narvik, Nordland, 8516, Norge","(68.4348, 17.394758, 0.0)",68.4348,17.394758,0.0
Notodden,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Notodden, Vestfold og Telemark, Norge","(59.6871024, 9.150808170862877, 0.0)",59.6871024,9.150808170862877,0.0
Notodden,All commercial flights,316,305,207,201,347,373,211,263,251,150,275,235,265,265,167,229,266,320,134,376,395,278,331,433,465,480,367,468,522,488,615,489,555,341,478,596,609,415,382,546,555,591,492,515,535,275,496,526,580,495,258,390,420,505,432,424,448,258,316,329,431,304,133,119,209,177,234,190,197,38,114,211,195,215,144,209,211,277,196,211,192,124,164,236,219,98,73,43,55,71,53,44,48,0,61,75,103,103,80,59,80,76,64,89,65,0,6,104,82,46,0,0,0,0,0,0,0,0,0,0,"Notodden, Vestfold og Telemark, Norge","(59.6871024, 9.150808170862877, 0.0)",59.6871024,9.150808170862877,0.0
Notodden,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Notodden, Vestfold og Telemark, Norge","(59.6871024, 9.150808170862877, 0.0)",59.6871024,9.150808170862877,0.0
Notodden,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Notodden, Vestfold og Telemark, Norge","(59.6871024, 9.150808170862877, 0.0)",59.6871024,9.150808170862877,0.0
Notodden,Scheduled passenger flights,316,305,207,201,347,373,211,263,251,150,275,234,265,265,167,229,264,310,134,353,341,240,331,433,465,458,367,463,478,463,600,471,550,341,469,587,589,400,371,524,546,590,477,475,518,275,475,519,533,495,258,390,412,441,415,410,448,258,316,329,431,304,133,107,209,177,195,173,197,38,114,211,195,149,135,209,207,277,196,211,192,124,164,236,216,90,73,43,55,71,53,43,46,0,61,75,103,103,80,59,80,76,64,89,65,0,0,104,82,46,0,0,0,0,0,0,0,0,0,0,"Notodden, Vestfold og Telemark, Norge","(59.6871024, 9.150808170862877, 0.0)",59.6871024,9.150808170862877,0.0
Notodden,Non-scheduled passenger flights,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,0,23,22,10,0,0,0,22,0,5,44,25,15,18,5,0,9,9,20,15,11,22,9,1,15,40,17,0,21,7,47,0,0,0,8,64,17,14,0,0,0,0,0,0,0,12,0,0,39,17,0,0,0,0,0,66,9,0,4,0,0,0,0,0,0,0,3,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"Notodden, Vestfold og Telemark, Norge","(59.6871024, 9.150808170862877, 0.0)",59.6871024,9.150808170862877,0.0
Notodden,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Notodden, Vestfold og Telemark, Norge","(59.6871024, 9.150808170862877, 0.0)",59.6871024,9.150808170862877,0.0
Oslo Gardermoen,All commercial flights,887018,823682,695214,697461,723379,885348,771576,917758,916550,735850,844430,938080,947995,891908,729721,762121,809216,915675,792390,968577,912612,768566,878312,942921,980152,924246,729406,759467,789388,839787,947353,963114,961216,777539,880201,970869,997133,928112,772135,795300,793781,935997,906469,966175,1051255,808755,919581,995032,1018419,921393,773341,762221,800845,902139,900637,966271,1048756,844021,926560,998943,1012881,952348,772250,783856,872214,922527,931123,1013875,1052954,810064,958355,1062620,1023145,957180,813885,836010,862473,1028583,917209,1043122,1085797,871458,994414,1062920,1077812,1002300,835288,859163,898237,991116,1042503,1061397,1091949,923921,1051507,1095703,1107042,1031832,851932,887339,895405,1062246,912161,1025998,1101630,915249,1023016,1100385,1100646,976385,854203,881349,892384,460727,101562,186208,316435,518697,455541,446934,"Garder, Ullensaker, Viken, 2060, Norge","(60.1926632, 11.0638134, 0.0)",60.1926632,11.0638134,0.0
Oslo Gardermoen,Scheduled passenger flights,885955,822510,694694,695451,722388,883219,768484,916581,913904,731839,841978,937041,945927,887161,728000,759735,807701,912137,790232,966475,910286,765244,875894,940878,974178,915345,723754,753041,780555,829069,942150,959522,958620,774476,878516,968595,991975,918106,762781,787474,788194,927989,899214,964484,1047772,806140,915403,992837,1015021,918003,770788,759383,799660,896058,897435,962512,1046315,842060,923605,997879,1010702,950382,770434,781794,871003,918432,930366,1009418,1050362,807570,954552,1060989,1022010,955320,811467,832959,861273,1027264,916456,1040717,1082954,867591,991602,1060989,1076749,1001293,833910,858095,897422,990468,1041426,1059746,1088318,921713,1050679,1094153,1106329,1030914,850370,885118,894361,1060730,911592,1025362,1097612,913144,1022647,1099538,1099200,975767,850778,877652,891856,459699,101425,184562,313523,518307,453980,446693,"Garder, Ullensaker, Viken, 2060, Norge","(60.1926632, 11.0638134, 0.0)",60.1926632,11.0638134,0.0
Oslo Gardermoen,Non-scheduled passenger flights,1063,1169,517,2010,991,2129,3089,1159,2642,4011,2452,1039,2066,4747,1715,2386,1515,3538,2158,2102,2326,3311,2409,2043,5974,8899,5646,6423,8833,10712,5199,3590,2555,3063,1685,2270,5153,10001,9354,7826,5587,8008,7255,1691,3483,2615,4168,2192,3305,3390,2553,2834,1185,6079,3198,3756,2435,1953,2955,1064,2176,1966,1816,2062,1209,4095,757,4455,2592,2494,3777,1631,1135,1860,2418,3051,1200,1319,753,2405,2839,3866,2810,1762,1063,871,1378,1068,815,648,1077,1650,3631,2208,828,1547,713,918,1562,2221,1044,1516,569,636,4009,2103,369,692,786,618,3421,3696,528,1018,135,1637,2912,374,1561,241,"Garder, Ullensaker, Viken, 2060, Norge","(60.1926632, 11.0638134, 0.0)",60.1926632,11.0638134,0.0
Oslo Gardermoen,Freight,0,3,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"Garder, Ullensaker, Viken, 2060, Norge","(60.1926632, 11.0638134, 0.0)",60.1926632,11.0638134,0.0
Oslo Gardermoen,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Garder, Ullensaker, Viken, 2060, Norge","(60.1926632, 11.0638134, 0.0)",60.1926632,11.0638134,0.0
Oslo Gardermoen,"Helicopter, other",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Garder, Ullensaker, Viken, 2060, Norge","(60.1926632, 11.0638134, 0.0)",60.1926632,11.0638134,0.0
Oslo Gardermoen,Other commercial flights,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,2,6,0,0,6,4,2,34,0,0,4,5,3,0,0,0,0,0,0,0,0,0,3,93,0,0,4,0,0,0,0,6,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,169,0,136,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,9,2,0,155,660,0,4,1,0,3,2,9,0,14,0,0,"Garder, Ullensaker, Viken, 2060, Norge","(60.1926632, 11.0638134, 0.0)",60.1926632,11.0638134,0.0
Røros,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Røros, Trøndelag, Norge","(62.5749835, 11.3821349, 0.0)",62.5749835,11.3821349,0.0
Røros,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Røros, Trøndelag, Norge","(62.5749835, 11.3821349, 0.0)",62.5749835,11.3821349,0.0
Røros,Non-scheduled passenger flights,0,3,0,3,0,181,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,242,319,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,48,371,0,0,52,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,278,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,"Røros, Trøndelag, Norge","(62.5749835, 11.3821349, 0.0)",62.5749835,11.3821349,0.0
Røros,Scheduled passenger flights,1390,1306,1239,1180,1492,1679,1173,1367,1127,860,1401,1421,1500,1806,1193,1356,1628,1788,1170,1226,1163,1031,1307,1500,1750,1713,1648,1814,1935,2103,2107,1768,1549,1278,1627,1949,2258,2090,1786,1930,2121,2217,1688,1501,1720,1192,1563,2000,1966,1737,1644,1701,1947,2123,1745,1322,1431,1187,1636,1704,1640,2015,1752,1440,2035,1963,1708,1674,1762,1120,1590,1785,1790,1973,2090,1857,2341,2489,1922,1875,1906,1565,1978,2156,2170,1957,2265,1658,2633,2459,2177,1808,1853,955,1931,2039,2357,2270,2352,1955,2268,2436,2223,1925,2118,1661,2211,2248,2307,2294,2332,1954,2380,989,896,1007,2140,2067,2233,2389,"Røros, Trøndelag, Norge","(62.5749835, 11.3821349, 0.0)",62.5749835,11.3821349,0.0
Røros,All commercial flights,1390,1309,1239,1183,1492,1860,1173,1367,1127,860,1401,1422,1500,1806,1193,1363,1628,1788,1170,1226,1163,1031,1307,1500,1992,2032,1648,1814,1935,2103,2295,1770,1549,1278,1627,1949,2258,2090,1786,1930,2121,2217,1688,1501,1724,1192,1564,2000,1966,1737,1644,1701,1995,2494,1745,1322,1483,1187,1636,1704,1646,2015,1752,1440,2035,1963,1708,1674,1762,1120,1590,1793,1790,1973,2090,1857,2341,2489,1922,1875,1906,1565,1978,2156,2170,1957,2265,1658,2633,2459,2177,1808,1853,955,1941,2039,2357,2270,2352,1955,2278,2436,2501,1925,2133,1661,2222,2248,2307,2294,2332,1954,2380,989,896,1007,2140,2067,2240,2389,"Røros, Trøndelag, Norge","(62.5749835, 11.3821349, 0.0)",62.5749835,11.3821349,0.0
Røros,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Røros, Trøndelag, Norge","(62.5749835, 11.3821349, 0.0)",62.5749835,11.3821349,0.0
Røros,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Røros, Trøndelag, Norge","(62.5749835, 11.3821349, 0.0)",62.5749835,11.3821349,0.0
Rørvik Ryum,All commercial flights,4611,4664,4011,4117,4032,4524,3755,4808,4584,4920,4904,4570,5022,4698,3974,4185,4164,3953,4651,5485,5242,5065,5095,5529,5758,5778,4638,4834,4717,5201,5768,5009,5954,5382,5429,5926,6004,5668,4661,5331,5174,5528,5096,5167,6189,5348,5135,5955,6298,5745,4711,4925,4646,5687,4913,5453,6121,5421,5201,6019,6143,6069,5190,4605,5272,5423,5481,5603,5631,5042,5459,6027,6100,6317,4908,5468,5466,6619,3207,3687,3847,3667,3773,3349,3755,3758,3259,3450,3472,3458,3489,3746,3757,3389,3833,3936,4197,3967,3401,3545,3386,4164,3653,3870,3707,3322,3655,4274,4749,4399,3722,4316,3873,2212,1251,1748,2938,4777,4017,4219,"Rørvik lufthavn, Ryum, Flyplassveien, Nærøysund, Trøndelag, 7900, Norge","(64.83692005, 11.142611728428076, 0.0)",64.83692005,11.142611728428076,0.0
