airport,type of traffic,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,location,point,latitude,longitude,altitude
Kristiansand Kjevik,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,56,0,0,0,0,0,0,0,0,"Kjevik, Kristiansand, Agder, 4657, Norge","(58.2052243, 8.0771217, 0.0)",58.2052243,8.0771217,0.0
Kristiansand Kjevik,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,18,0,0,0,0,0,0,0,17,0,45,0,0,0,0,0,0,0,0,0,0,83,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kjevik, Kristiansand, Agder, 4657, Norge","(58.2052243, 8.0771217, 0.0)",58.2052243,8.0771217,0.0
Kristiansand Kjevik,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kjevik, Kristiansand, Agder, 4657, Norge","(58.2052243, 8.0771217, 0.0)",58.2052243,8.0771217,0.0
Kristiansand Kjevik,Non-scheduled passenger flights,571,90,41,8,126,435,57,7,508,726,497,297,766,519,2,7,176,202,574,2,288,544,537,50,482,596,203,192,154,276,106,25,666,36,248,294,215,50,166,12,4,4,67,51,264,28,135,8,0,3,0,8,11,8,0,28,135,44,469,10,134,124,36,6,0,132,59,290,281,19,124,84,0,4,3,0,0,143,0,407,674,378,604,547,97,2,0,0,0,0,67,504,277,0,133,879,385,0,0,4,0,0,329,606,242,9,154,229,232,0,2,0,137,385,1,0,54,57,38,0,"Kjevik, Kristiansand, Agder, 4657, Norge","(58.2052243, 8.0771217, 0.0)",58.2052243,8.0771217,0.0
Kristiansund Kvernberget,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kvernberget, Kristiansund, Møre og Romsdal, 6518, Norge","(63.1178762, 7.8093922, 0.0)",63.1178762,7.8093922,0.0
Kristiansund Kvernberget,"Helicopter, other",0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,39,0,10,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,26,0,8,0,0,5,0,6,0,2,0,3,0,0,0,0,19,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"Kvernberget, Kristiansund, Møre og Romsdal, 6518, Norge","(63.1178762, 7.8093922, 0.0)",63.1178762,7.8093922,0.0
Kristiansund Kvernberget,"Helicopter, continental shelf",5574,6322,6130,5653,5832,6745,6728,7487,7410,5714,6955,5928,5750,6626,6327,7183,6718,6975,6485,7645,6033,6892,8271,7009,7391,5882,6990,8652,6129,5410,6058,7793,6903,6976,7062,7220,7316,6271,4848,6347,6129,6716,6626,6917,6977,6628,6029,6361,6182,5330,5266,5846,5546,5980,6217,6632,6862,6816,6910,6058,5417,4792,4446,3744,3851,3876,3915,4079,4494,3698,5156,4715,3819,3881,3465,3203,2976,4120,4260,4416,4431,3462,4413,4282,3987,4213,4060,4642,4279,4463,4700,4705,4420,4385,3814,3435,5427,6168,5213,4803,3686,3442,3484,4500,4891,4905,5692,5842,6421,5791,5102,5039,4990,4727,4828,4663,5968,5656,4514,5144,"Kvernberget, Kristiansund, Møre og Romsdal, 6518, Norge","(63.1178762, 7.8093922, 0.0)",63.1178762,7.8093922,0.0
Kristiansund Kvernberget,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kvernberget, Kristiansund, Møre og Romsdal, 6518, Norge","(63.1178762, 7.8093922, 0.0)",63.1178762,7.8093922,0.0
Kristiansund Kvernberget,Non-scheduled passenger flights,0,0,27,42,0,263,146,233,9,0,0,9,0,0,21,35,78,34,0,23,40,0,0,47,43,0,24,0,0,0,144,115,391,560,275,72,58,46,79,48,43,48,67,50,6,112,45,1,9,23,135,44,24,63,74,165,99,12,30,0,24,157,90,0,0,0,0,57,0,0,7,0,0,0,0,0,0,0,6,334,9,0,0,0,0,0,0,0,0,0,130,8,22,14,0,103,7,9,0,0,0,0,8,0,99,0,95,68,0,8,9,0,61,27,395,304,314,327,319,402,"Kvernberget, Kristiansund, Møre og Romsdal, 6518, Norge","(63.1178762, 7.8093922, 0.0)",63.1178762,7.8093922,0.0
Kristiansund Kvernberget,Scheduled passenger flights,24198,22262,20537,18919,20880,23588,24015,26432,25087,20444,22770,25228,25965,25731,23592,22693,24594,24310,24066,29864,22391,22571,23990,27533,29123,26185,23053,23262,23893,23552,26974,27649,26578,24434,26101,28760,29390,26620,23139,22031,22533,26037,25879,27224,29916,25071,25814,27231,27697,24058,21376,20761,21748,23827,24621,26296,27793,24405,24874,25911,25669,23049,21006,18873,20261,21368,21165,23141,23969,19901,21415,22415,22341,19541,18914,17680,16887,21107,20309,23857,24106,20211,21319,22934,23988,22977,20203,19262,20435,21329,22837,22948,22622,19185,20551,22544,25421,23615,20938,17871,19448,21830,19144,22506,24880,22919,23299,24706,25133,22478,20239,18752,20287,12551,7707,8453,11636,14924,12363,12758,"Kvernberget, Kristiansund, Møre og Romsdal, 6518, Norge","(63.1178762, 7.8093922, 0.0)",63.1178762,7.8093922,0.0
Kristiansund Kvernberget,All commercial flights,29772,28585,26694,24614,26712,30596,30889,34156,32506,26158,29725,31165,31715,32357,29940,29911,31390,31319,30552,37536,28464,29463,32261,34589,36596,32067,30077,31914,30023,28962,33176,35561,33875,31970,33438,36052,36764,32937,28066,28426,28705,32801,32572,34198,36899,31814,31888,33593,33891,29411,26777,26651,27318,29870,30912,33093,34754,31233,31840,31969,31118,27998,25542,22622,24112,25250,25080,27279,28463,23602,26578,27130,26160,23422,22398,20883,19863,25227,24575,28607,28548,23673,25735,27216,27975,27190,24263,23904,24714,25792,27667,27661,27064,23584,24368,26082,30855,29792,26151,22674,23134,25272,22645,27006,29870,27824,29087,30624,31554,28277,25350,23791,25338,17305,12930,13420,17918,20907,17196,18304,"Kvernberget, Kristiansund, Møre og Romsdal, 6518, Norge","(63.1178762, 7.8093922, 0.0)",63.1178762,7.8093922,0.0
Lakselv Banak,Scheduled passenger flights,4951,5231,4687,4494,4429,5478,4809,4867,5883,8324,7201,5261,5304,5511,4721,5053,4972,5300,4643,6883,9742,9202,8699,7113,5238,5160,5710,4342,5304,5249,5592,4511,6241,7673,6970,5458,5417,5711,4489,4465,4778,5088,4719,4619,5766,8602,6479,4906,6279,5072,4641,4495,4107,5540,4464,4508,6269,8844,6652,4865,5135,5100,4458,4429,4558,4972,4491,4598,6825,7935,6365,5703,5235,5171,4878,4756,4713,5931,4364,4719,6288,7006,6269,5114,5156,5396,4714,4736,4322,4426,5069,4874,6651,7182,6463,4584,4742,4893,4053,4760,4570,4717,4148,4373,6233,6293,5370,5108,5134,4552,4055,4238,4541,2587,1104,2600,3743,5927,4959,4602,"Lakselv lufthavn, Banak, Laatasveien, Dulerohtu, Lakselv, Porsáŋgu, Troms og Finnmark, 9700, Norge","(70.06704400000001, 24.96706388175396, 0.0)",70.06704400000001,24.96706388175396,0.0
Lakselv Banak,All commercial flights,4983,5231,4687,4494,4429,5479,4811,4867,6059,8324,7201,5261,5304,5545,4721,5053,4972,5300,4643,6883,9858,9217,8699,7119,5241,5160,5710,4486,5304,5249,5592,4511,6736,8119,7174,5458,5418,5711,4489,4465,4778,5306,4719,4619,5766,8602,6479,4920,6279,5072,4641,4495,4107,5540,4464,4508,6395,8844,6652,4865,5143,5100,4458,4429,4782,4972,4491,4598,6937,7935,6368,5703,5235,5171,4878,4756,4930,5948,4364,4719,6288,7006,6271,5114,5156,5396,4714,4736,4322,4426,5069,4874,6651,7182,6469,4584,4742,4893,4053,4760,4570,4748,4148,4373,6233,6298,5370,5108,5134,4552,4084,4338,4541,2679,1436,2835,3743,5927,5072,4602,"Lakselv lufthavn, Banak, Laatasveien, Dulerohtu, Lakselv, Porsáŋgu, Troms og Finnmark, 9700, Norge","(70.06704400000001, 24.96706388175396, 0.0)",70.06704400000001,24.96706388175396,0.0
Lakselv Banak,Non-scheduled passenger flights,32,0,0,0,0,0,2,0,176,0,0,0,0,34,0,0,0,0,0,0,116,15,0,6,3,0,0,144,0,0,0,0,495,446,204,0,0,0,0,0,0,202,0,0,0,0,0,14,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,189,0,0,0,112,0,3,0,0,0,0,0,217,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,5,0,0,0,0,29,100,0,92,332,226,0,0,113,0,"Lakselv lufthavn, Banak, Laatasveien, Dulerohtu, Lakselv, Porsáŋgu, Troms og Finnmark, 9700, Norge","(70.06704400000001, 24.96706388175396, 0.0)",70.06704400000001,24.96706388175396,0.0
Lakselv Banak,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lakselv lufthavn, Banak, Laatasveien, Dulerohtu, Lakselv, Porsáŋgu, Troms og Finnmark, 9700, Norge","(70.06704400000001, 24.96706388175396, 0.0)",70.06704400000001,24.96706388175396,0.0
Lakselv Banak,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lakselv lufthavn, Banak, Laatasveien, Dulerohtu, Lakselv, Porsáŋgu, Troms og Finnmark, 9700, Norge","(70.06704400000001, 24.96706388175396, 0.0)",70.06704400000001,24.96706388175396,0.0
Lakselv Banak,Other commercial flights,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lakselv lufthavn, Banak, Laatasveien, Dulerohtu, Lakselv, Porsáŋgu, Troms og Finnmark, 9700, Norge","(70.06704400000001, 24.96706388175396, 0.0)",70.06704400000001,24.96706388175396,0.0
Lakselv Banak,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,"Lakselv lufthavn, Banak, Laatasveien, Dulerohtu, Lakselv, Porsáŋgu, Troms og Finnmark, 9700, Norge","(70.06704400000001, 24.96706388175396, 0.0)",70.06704400000001,24.96706388175396,0.0
Mehamn,Non-scheduled passenger flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mehamn, Gamvik, Troms og Finnmark, 9770, Norge","(71.0349713, 27.8517178, 0.0)",71.0349713,27.8517178,0.0
Mehamn,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mehamn, Gamvik, Troms og Finnmark, 9770, Norge","(71.0349713, 27.8517178, 0.0)",71.0349713,27.8517178,0.0
Mehamn,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mehamn, Gamvik, Troms og Finnmark, 9770, Norge","(71.0349713, 27.8517178, 0.0)",71.0349713,27.8517178,0.0
Mehamn,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mehamn, Gamvik, Troms og Finnmark, 9770, Norge","(71.0349713, 27.8517178, 0.0)",71.0349713,27.8517178,0.0
Mehamn,Other commercial flights,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mehamn, Gamvik, Troms og Finnmark, 9770, Norge","(71.0349713, 27.8517178, 0.0)",71.0349713,27.8517178,0.0
Mehamn,All commercial flights,3202,3328,2792,2727,2856,2758,2774,2850,2669,2793,3011,3179,3951,3236,2523,3016,3081,3008,2526,2793,2405,2652,3077,2746,3154,3247,2880,2818,2847,3006,1547,359,2894,2779,2801,2977,3050,2644,2471,2886,2669,2754,2806,2558,2872,2095,2536,2863,2687,2815,2257,2483,2254,2621,2622,2720,2751,2583,2620,2712,3228,2992,2319,2814,2992,2888,2840,2796,3018,2367,2862,3058,2973,3115,2299,2411,2650,3103,2367,2881,2882,2408,2798,2773,3123,2917,2362,2518,2803,3012,2828,2437,2697,2466,2787,2224,3042,2811,2099,2585,2635,2740,2254,2954,2750,2509,2688,2637,3175,2712,2395,2608,2600,1566,1081,1687,1279,2489,2693,3859,"Mehamn, Gamvik, Troms og Finnmark, 9770, Norge","(71.0349713, 27.8517178, 0.0)",71.0349713,27.8517178,0.0
Mehamn,Scheduled passenger flights,3202,3326,2792,2727,2856,2758,2774,2850,2669,2793,3011,3179,3951,3236,2523,3016,3081,2965,2526,2793,2405,2652,3077,2746,3154,3247,2880,2816,2847,3006,1547,359,2894,2779,2801,2977,3050,2644,2471,2886,2669,2754,2806,2558,2872,2095,2536,2863,2687,2815,2257,2483,2254,2621,2622,2720,2751,2583,2620,2712,3228,2992,2319,2814,2992,2888,2840,2796,3018,2367,2862,3058,2973,3115,2299,2411,2650,3103,2367,2881,2882,2408,2798,2773,3123,2917,2362,2518,2803,3012,2828,2437,2697,2466,2787,2224,3042,2811,2099,2585,2635,2740,2254,2954,2750,2509,2688,2637,3175,2712,2395,2608,2600,1566,1081,1687,1279,2489,2693,3859,"Mehamn, Gamvik, Troms og Finnmark, 9770, Norge","(71.0349713, 27.8517178, 0.0)",71.0349713,27.8517178,0.0
Mo i Rana Røssvold,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mo i Rana lufthavn, Røssvoll, Røvassdalveien, Røssvoll, Rana, Nordland, 8615, Norge","66.3646621704102, 14.3028783798218",66.3646621704102,14.3028783798218,0.0
Mo i Rana Røssvold,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mo i Rana lufthavn, Røssvoll, Røvassdalveien, Røssvoll, Rana, Nordland, 8615, Norge","66.3646621704102, 14.3028783798218",66.3646621704102,14.3028783798218,0.0
Mo i Rana Røssvold,Non-scheduled passenger flights,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,4,0,136,0,22,0,71,0,0,59,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,79,15,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,49,0,67,127,199,171,177,286,47,227,236,249,264,156,186,131,384,134,383,202,52,252,198,162,377,69,81,61,53,84,142,129,44,106,164,46,94,0,0,0,0,0,0,25,0,0,0,72,64,0,0,0,0,0,0,0,0,0,0,"Mo i Rana lufthavn, Røssvoll, Røvassdalveien, Røssvoll, Rana, Nordland, 8615, Norge","66.3646621704102, 14.3028783798218",66.3646621704102,14.3028783798218,0.0
Mo i Rana Røssvold,Scheduled passenger flights,12566,12055,9297,9673,10853,11666,9710,12730,11818,9760,11566,12621,13082,11758,9928,10391,11008,11258,10136,11995,12009,10225,11700,12166,12097,12492,9485,10445,9698,10307,11199,10137,12493,9872,12238,12907,12733,10949,8234,11231,10862,11864,11239,11464,12239,9475,11288,11897,13287,11747,8919,9165,8618,12648,9976,11154,12805,11087,12117,12676,13321,12352,10166,10959,11590,11161,12049,12130,12642,11202,12761,12909,13288,12758,9354,10428,10968,13074,9496,10752,11447,9323,10847,10433,10830,9730,7442,8721,8579,9083,9541,9098,10281,8256,9961,10150,10722,10049,7763,7917,8189,9529,9178,9980,9561,7177,9056,10495,10953,9924,7635,8250,8027,4181,0,0,4240,9484,7532,8357,"Mo i Rana lufthavn, Røssvoll, Røvassdalveien, Røssvoll, Rana, Nordland, 8615, Norge","66.3646621704102, 14.3028783798218",66.3646621704102,14.3028783798218,0.0
Mo i Rana Røssvold,All commercial flights,12566,12055,9297,9681,10853,11666,9710,12730,11818,9768,11566,12621,13082,11758,9928,10395,11008,11394,10136,12017,12009,10296,11700,12166,12156,12492,9485,10445,9703,10307,11199,10137,12493,9872,12238,12907,12733,10949,8234,11231,10941,11879,11239,11464,12309,9475,11288,11897,13287,11747,8919,9165,8618,12648,9976,11154,12805,11087,12117,12722,13321,12401,10166,11026,11717,11360,12220,12307,12928,11249,12988,13145,13537,13022,9510,10614,11099,13458,9630,11135,11649,9375,11099,10631,10992,10107,7511,8802,8640,9136,9625,9240,10410,8300,10067,10314,10768,10143,7763,7917,8189,9529,9178,9980,9586,7177,9056,10495,11025,9988,7635,8250,8027,4181,0,0,4240,9484,7532,8357,"Mo i Rana lufthavn, Røssvoll, Røvassdalveien, Røssvoll, Rana, Nordland, 8615, Norge","66.3646621704102, 14.3028783798218",66.3646621704102,14.3028783798218,0.0
Mo i Rana Røssvold,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mo i Rana lufthavn, Røssvoll, Røvassdalveien, Røssvoll, Rana, Nordland, 8615, Norge","66.3646621704102, 14.3028783798218",66.3646621704102,14.3028783798218,0.0
Mo i Rana Røssvold,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mo i Rana lufthavn, Røssvoll, Røvassdalveien, Røssvoll, Rana, Nordland, 8615, Norge","66.3646621704102, 14.3028783798218",66.3646621704102,14.3028783798218,0.0
